,Gender,Age,CategorizedAge,Geography,Balance,EstimatedSalary,CreditScore,CategorizedCreditScore,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
9088,Female,36,Mid-Career Adults,Germany,103914.17,110035.88,736,Good,1,Yes,8,Yes,Yes
9089,Female,34,Early Career Adults,France,88772.87,168822.01,608,Fair,1,Yes,4,Yes,No
9090,Female,39,Mid-Career Adults,France,0.0,77705.75,809,Exceptional,1,Yes,5,No,No
9091,Female,40,Mid-Career Adults,France,131184.67,49815.62,745,Very Good,1,Yes,6,Yes,No
9092,Male,38,Mid-Career Adults,France,117810.79,65632.33,781,Very Good,1,No,2,Yes,Yes
9093,Male,31,Early Career Adults,France,0.0,169361.89,527,Poor,1,Yes,4,No,No
9094,Female,32,Early Career Adults,Germany,92466.21,4721.3,595,Fair,1,Yes,0,No,No
9095,Female,38,Mid-Career Adults,Germany,102741.15,23974.85,850,Exceptional,2,No,2,Yes,No
9096,Male,37,Mid-Career Adults,France,178755.84,199929.17,569,Poor,1,Yes,9,No,No
9097,Male,43,Mid-Career Adults,France,0.0,40023.7,728,Good,2,Yes,7,No,No
9098,Female,32,Early Career Adults,Germany,146602.25,72946.95,473,Poor,2,Yes,5,Yes,No
9099,Male,29,Early Career Adults,France,0.0,170421.13,738,Good,2,Yes,2,Yes,No
9100,Male,35,Mid-Career Adults,France,0.0,58879.11,659,Fair,2,Yes,6,Yes,No
9101,Male,38,Mid-Career Adults,Spain,115702.67,25059.05,597,Fair,2,Yes,6,Yes,No
9102,Female,61,Near-Retirement Adults,Germany,137655.31,29909.84,445,Poor,1,No,2,Yes,No
9103,Female,29,Early Career Adults,France,0.0,158043.11,671,Good,2,Yes,3,No,No
9104,Female,34,Early Career Adults,Spain,59877.33,14032.62,656,Fair,1,Yes,6,No,Yes
9105,Male,31,Early Career Adults,France,100082.14,49809.88,658,Fair,1,No,5,Yes,No
9106,Male,52,Late Career Adults,Germany,107304.39,28806.32,698,Good,3,Yes,10,No,Yes
9107,Male,38,Mid-Career Adults,Spain,0.0,90490.33,655,Fair,1,No,9,Yes,No
9108,Male,41,Mid-Career Adults,Spain,96032.22,75825.57,772,Very Good,1,Yes,10,Yes,No
9109,Male,33,Early Career Adults,Spain,0.0,158336.36,681,Good,1,No,10,No,No
9110,Male,29,Early Career Adults,Germany,144553.5,143454.95,688,Good,2,Yes,9,No,No
9111,Male,40,Mid-Career Adults,Germany,86172.81,117279.49,633,Fair,2,Yes,5,Yes,No
9112,Male,73,Retired Adults,France,0.0,114283.33,735,Good,1,Yes,9,Yes,No
9113,Female,29,Early Career Adults,Germany,87212.8,994.86,521,Poor,1,Yes,2,Yes,No
9114,Male,36,Mid-Career Adults,France,0.0,124795.84,541,Poor,2,Yes,5,No,No
9115,Female,36,Mid-Career Adults,Germany,130700.92,77592.8,612,Fair,2,No,2,No,No
9116,Male,62,Near-Retirement Adults,France,0.0,105986.01,562,Poor,2,Yes,3,No,No
9117,Female,32,Early Career Adults,France,0.0,33606.52,703,Good,2,No,6,No,No
9118,Male,23,Young Adults,Spain,0.0,134188.11,710,Good,2,Yes,6,Yes,No
9119,Female,40,Mid-Career Adults,Spain,171325.98,159718.27,731,Good,1,Yes,5,Yes,Yes
9120,Male,58,Near-Retirement Adults,Spain,92930.92,85148.78,703,Good,1,No,4,Yes,No
9121,Female,40,Mid-Career Adults,France,0.0,119059.13,618,Fair,1,Yes,0,No,No
9122,Female,29,Early Career Adults,France,77556.79,122998.26,689,Good,2,Yes,1,Yes,No
9123,Male,33,Early Career Adults,France,102874.28,117841.06,718,Good,1,No,7,No,No
9124,Male,37,Mid-Career Adults,France,146093.39,160593.41,608,Fair,2,No,5,No,No
9125,Male,34,Early Career Adults,Spain,0.0,174189.04,749,Very Good,1,No,2,No,Yes
9126,Male,51,Late Career Adults,Spain,79811.72,68260.27,753,Very Good,2,No,4,Yes,Yes
9127,Male,39,Mid-Career Adults,Spain,105473.74,58854.88,630,Fair,1,No,10,No,Yes
9128,Female,43,Mid-Career Adults,Germany,121927.92,87994.95,693,Good,1,Yes,1,No,Yes
9129,Female,40,Mid-Career Adults,Spain,61671.19,150659.35,838,Exceptional,1,No,6,Yes,Yes
9130,Female,39,Mid-Career Adults,Germany,149363.12,109098.39,756,Very Good,2,Yes,5,Yes,No
9131,Female,27,Early Career Adults,France,152309.37,104112.0,775,Very Good,1,Yes,4,No,No
9132,Female,33,Early Career Adults,France,0.0,122949.71,635,Fair,2,Yes,5,No,No
9133,Male,36,Mid-Career Adults,Spain,111629.29,21807.16,705,Good,1,Yes,1,Yes,No
9134,Male,40,Mid-Career Adults,France,0.0,32319.93,481,Poor,1,Yes,3,Yes,No
9135,Female,49,Late Career Adults,Spain,96296.78,190457.87,727,Good,1,Yes,7,No,Yes
9136,Male,20,Young Adults,France,95830.43,177738.98,595,Fair,1,Yes,4,No,No
9137,Female,38,Mid-Career Adults,France,135919.33,80425.65,535,Poor,1,Yes,0,No,No
9138,Male,59,Near-Retirement Adults,France,185966.64,9445.42,578,Poor,1,No,10,No,Yes
9139,Female,29,Early Career Adults,France,0.0,174825.57,597,Fair,2,Yes,5,Yes,No
9140,Female,21,Young Adults,France,0.0,175743.92,449,Poor,2,No,7,No,No
9141,Female,43,Mid-Career Adults,Germany,92244.83,54949.73,850,Exceptional,2,Yes,8,No,No
9142,Female,35,Mid-Career Adults,France,112727.06,183752.91,494,Poor,2,Yes,9,No,No
9143,Female,34,Early Career Adults,France,100359.54,46038.28,676,Good,1,No,8,No,No
9144,Male,43,Mid-Career Adults,Germany,105301.5,78941.59,818,Exceptional,1,Yes,10,Yes,No
9145,Male,45,Late Career Adults,Spain,112994.65,198398.68,712,Good,1,No,6,No,No
9146,Male,40,Mid-Career Adults,Germany,89025.88,188892.19,672,Good,2,Yes,4,No,No
9147,Male,35,Mid-Career Adults,France,95478.17,169286.74,636,Fair,1,No,9,No,No
9148,Male,37,Mid-Career Adults,France,0.0,145004.39,698,Good,2,No,8,No,No
9149,Female,43,Mid-Career Adults,Germany,119127.46,55809.92,597,Fair,2,Yes,7,No,No
9150,Male,28,Early Career Adults,France,128206.79,54272.12,717,Good,1,Yes,4,Yes,No
9151,Male,49,Late Career Adults,France,0.0,192440.54,614,Fair,2,Yes,1,No,No
9152,Female,23,Young Adults,Germany,71433.08,103697.57,708,Good,1,Yes,4,No,No
9153,Male,36,Mid-Career Adults,Germany,118214.32,119110.03,507,Poor,3,Yes,9,No,Yes
9154,Female,27,Early Career Adults,France,102258.11,194681.6,581,Fair,2,Yes,5,No,No
9155,Female,39,Mid-Career Adults,Spain,151963.26,158948.63,579,Poor,2,Yes,2,No,No
9156,Female,46,Late Career Adults,Spain,163764.84,165122.55,504,Poor,1,Yes,2,Yes,Yes
9157,Female,32,Early Career Adults,France,128551.36,189402.71,737,Good,2,No,7,Yes,No
9158,Female,31,Early Career Adults,Spain,118158.74,158027.57,540,Poor,1,Yes,10,Yes,No
9159,Male,32,Early Career Adults,France,118520.41,3815.48,609,Fair,1,No,7,No,No
9160,Male,24,Young Adults,France,0.0,162809.2,778,Very Good,2,Yes,4,Yes,No
9161,Male,40,Mid-Career Adults,France,163823.37,89519.47,621,Fair,1,No,10,No,No
9162,Male,63,Near-Retirement Adults,Germany,104469.58,25165.36,665,Fair,1,Yes,7,Yes,Yes
9163,Female,47,Late Career Adults,France,0.0,126012.57,608,Fair,1,Yes,6,Yes,No
9164,Male,36,Mid-Career Adults,Spain,0.0,20109.21,680,Good,2,Yes,7,No,No
9165,Female,46,Late Career Adults,Germany,141726.88,58257.23,663,Fair,1,Yes,2,Yes,No
9166,Female,35,Mid-Career Adults,Germany,137852.96,172269.21,627,Fair,1,Yes,2,Yes,Yes
9167,Male,26,Early Career Adults,France,0.0,29818.2,607,Fair,1,Yes,1,No,No
9168,Female,43,Mid-Career Adults,France,154100.3,114659.81,681,Good,1,No,8,No,No
9169,Female,45,Late Career Adults,France,0.0,147184.74,766,Very Good,2,No,6,No,No
9170,Male,30,Early Career Adults,France,0.0,15039.41,694,Good,3,No,2,Yes,No
9171,Female,54,Late Career Adults,France,0.0,76621.49,411,Poor,1,No,9,Yes,No
9172,Male,39,Mid-Career Adults,France,140004.96,92985.78,742,Very Good,1,Yes,8,Yes,No
9173,Male,43,Mid-Career Adults,Spain,127132.96,6009.27,673,Good,1,No,8,Yes,Yes
9174,Male,61,Near-Retirement Adults,France,0.0,191370.97,529,Poor,2,Yes,1,Yes,No
9175,Female,38,Mid-Career Adults,France,125328.56,188225.67,519,Poor,1,Yes,7,No,No
9176,Male,35,Mid-Career Adults,France,0.0,11743.89,573,Poor,2,Yes,9,No,No
9177,Female,28,Early Career Adults,Germany,139986.65,136846.75,453,Poor,1,Yes,3,No,No
9178,Female,39,Mid-Career Adults,Germany,119787.76,164248.33,798,Very Good,1,Yes,6,Yes,No
9179,Female,34,Early Career Adults,Spain,107556.06,154631.35,693,Good,2,No,10,No,No
9180,Female,44,Mid-Career Adults,France,0.0,149665.65,637,Fair,2,Yes,2,No,No
9181,Male,47,Late Career Adults,France,0.0,91574.92,672,Good,1,No,1,No,No
9182,Female,28,Early Career Adults,France,142705.95,127233.39,597,Fair,1,Yes,0,No,No
9183,Male,42,Mid-Career Adults,France,0.0,56650.47,543,Poor,1,Yes,7,Yes,No
9184,Female,56,Near-Retirement Adults,Spain,0.0,84644.76,695,Good,2,Yes,4,No,No
9185,Male,35,Mid-Career Adults,France,161613.94,148238.16,584,Fair,2,Yes,6,Yes,No
9186,Female,58,Near-Retirement Adults,Germany,116353.2,193502.9,652,Fair,2,No,3,Yes,No
9187,Male,38,Mid-Career Adults,France,60013.81,38020.05,601,Fair,1,Yes,4,Yes,No
9188,Male,28,Early Career Adults,Spain,0.0,176750.81,628,Fair,2,Yes,4,Yes,No
9189,Male,32,Early Career Adults,Germany,144272.07,176580.63,607,Fair,2,Yes,9,No,No
9190,Female,46,Late Career Adults,France,0.0,133059.15,646,Fair,2,Yes,8,No,No
9191,Male,30,Early Career Adults,France,117696.67,100843.82,572,Poor,1,Yes,6,No,No
9192,Male,58,Near-Retirement Adults,Spain,79954.61,30484.19,801,Exceptional,2,Yes,1,Yes,No
9193,Female,26,Early Career Adults,France,149989.39,42330.58,597,Fair,1,Yes,8,No,No
9194,Male,40,Mid-Career Adults,France,124339.9,193309.58,613,Fair,1,No,7,No,No
9195,Male,29,Early Career Adults,Germany,135759.4,112813.79,529,Poor,1,No,4,No,Yes
9196,Female,37,Mid-Career Adults,Spain,0.0,68008.85,794,Very Good,2,Yes,9,No,No
9197,Male,34,Early Career Adults,France,83074.0,132673.22,557,Poor,1,Yes,3,No,No
9198,Female,28,Early Career Adults,France,141792.61,22001.91,499,Poor,1,Yes,4,Yes,No
9199,Female,26,Early Career Adults,France,0.0,100200.4,544,Poor,1,Yes,6,No,Yes
9200,Female,30,Early Career Adults,France,0.0,122604.44,739,Good,1,No,6,No,No
9201,Female,43,Mid-Career Adults,Germany,106870.12,100564.37,458,Poor,2,Yes,1,No,No
9202,Male,31,Early Career Adults,France,120962.59,5419.31,528,Poor,1,Yes,9,No,No
9203,Male,51,Late Career Adults,Spain,0.0,123587.83,773,Very Good,2,No,4,No,Yes
9204,Female,30,Early Career Adults,France,0.0,13935.32,646,Fair,2,Yes,5,No,No
9205,Male,31,Early Career Adults,France,110527.17,87060.77,564,Poor,1,Yes,0,Yes,No
9206,Female,52,Late Career Adults,Germany,133723.43,4859.59,624,Fair,1,No,0,No,Yes
9207,Female,52,Late Career Adults,France,112670.48,21085.17,682,Good,1,Yes,5,No,Yes
9208,Female,44,Mid-Career Adults,France,0.0,26733.86,726,Good,2,Yes,2,Yes,No
9209,Male,24,Young Adults,France,116084.32,89734.7,560,Poor,1,Yes,1,No,No
9210,Male,36,Mid-Career Adults,Spain,0.0,179540.73,382,Poor,1,Yes,0,Yes,Yes
9211,Female,38,Mid-Career Adults,Spain,0.0,173219.09,457,Poor,2,Yes,6,No,No
9212,Female,37,Mid-Career Adults,France,0.0,37411.35,673,Good,2,Yes,10,Yes,No
9213,Female,40,Mid-Career Adults,France,82441.75,80852.11,584,Fair,1,No,4,No,No
9214,Female,39,Mid-Career Adults,France,0.0,43174.49,629,Fair,2,Yes,10,Yes,Yes
9215,Female,37,Mid-Career Adults,Germany,134171.8,70927.11,584,Fair,4,Yes,10,Yes,Yes
9216,Male,30,Early Career Adults,France,0.0,54265.55,724,Good,2,Yes,10,Yes,No
9217,Male,31,Early Career Adults,France,0.0,41872.17,644,Fair,2,Yes,5,Yes,No
9218,Female,48,Late Career Adults,Germany,124442.38,15068.53,676,Good,1,Yes,2,No,Yes
9219,Male,31,Early Career Adults,France,0.0,25950.49,499,Poor,1,Yes,4,No,No
9220,Male,60,Near-Retirement Adults,France,0.0,197727.14,598,Fair,1,Yes,4,No,Yes
9221,Female,37,Mid-Career Adults,Germany,108862.76,79555.08,655,Fair,1,Yes,4,No,Yes
9222,Male,28,Early Career Adults,France,141099.43,15607.27,559,Poor,1,Yes,3,Yes,No
9223,Female,67,Retired Adults,France,128843.67,134612.48,543,Poor,1,Yes,0,Yes,No
9224,Male,39,Mid-Career Adults,France,86843.61,159830.58,679,Good,1,No,0,Yes,No
9225,Female,32,Early Career Adults,Germany,120074.97,162961.79,594,Fair,2,Yes,4,Yes,No
9226,Male,27,Early Career Adults,France,130231.8,192427.16,586,Fair,2,Yes,5,Yes,No
9227,Female,31,Early Career Adults,France,0.0,92647.94,776,Very Good,2,Yes,5,No,No
9228,Male,39,Mid-Career Adults,France,109724.38,180022.39,699,Good,1,Yes,2,Yes,No
9229,Female,35,Mid-Career Adults,Germany,111743.43,183584.14,847,Exceptional,1,Yes,5,Yes,No
9230,Male,35,Mid-Career Adults,Germany,121309.17,28750.67,582,Fair,2,Yes,8,Yes,No
9231,Male,38,Mid-Career Adults,France,82697.28,74846.67,648,Fair,1,Yes,10,No,No
9232,Female,49,Late Career Adults,France,44301.43,89729.3,618,Fair,3,Yes,9,Yes,Yes
9233,Female,31,Early Career Adults,France,138317.94,61843.73,543,Poor,1,No,4,No,No
9234,Male,49,Late Career Adults,Germany,120688.61,24770.22,642,Fair,1,Yes,4,No,Yes
9235,Male,27,Early Career Adults,France,176913.52,80587.27,462,Poor,1,Yes,4,No,No
9236,Male,47,Late Career Adults,Spain,89047.14,116286.25,640,Fair,1,Yes,6,No,No
9237,Male,40,Mid-Career Adults,Germany,114318.78,129333.69,740,Very Good,2,Yes,4,No,Yes
9238,Female,50,Late Career Adults,France,0.0,129372.94,773,Very Good,2,Yes,4,No,No
9239,Female,32,Early Career Adults,Germany,94753.55,18149.03,583,Fair,2,Yes,7,Yes,No
9240,Female,46,Late Career Adults,Spain,0.0,168369.37,589,Fair,2,No,10,Yes,No
9241,Male,35,Mid-Career Adults,France,0.0,67431.28,509,Poor,2,No,8,Yes,No
9242,Male,32,Early Career Adults,Germany,106520.73,177092.16,612,Fair,2,Yes,9,No,No
9243,Male,37,Mid-Career Adults,Spain,134006.39,93736.69,505,Poor,1,Yes,0,Yes,No
9244,Female,25,Early Career Adults,Germany,132837.7,131647.31,546,Poor,1,Yes,3,No,No
9245,Female,41,Mid-Career Adults,France,120549.29,175722.31,681,Good,2,Yes,0,No,No
9246,Male,20,Young Adults,France,139432.55,85606.83,762,Very Good,1,Yes,1,Yes,No
9247,Male,29,Early Career Adults,Spain,80895.44,64945.57,786,Very Good,2,Yes,7,No,No
9248,Male,34,Early Career Adults,Spain,0.0,190347.72,629,Fair,2,Yes,6,No,No
9249,Female,39,Mid-Career Adults,Spain,171646.76,100791.36,787,Very Good,1,No,7,Yes,No
9250,Male,42,Mid-Career Adults,Spain,109121.71,167873.49,713,Good,1,No,0,Yes,No
9251,Female,39,Mid-Career Adults,France,109844.81,25289.23,541,Poor,1,Yes,6,No,No
9252,Female,31,Early Career Adults,France,140931.82,20388.77,451,Poor,1,No,7,Yes,No
9253,Male,49,Late Career Adults,Spain,0.0,145089.64,644,Fair,2,Yes,10,Yes,No
9254,Male,32,Early Career Adults,France,0.0,179093.26,686,Good,2,Yes,6,Yes,No
9255,Female,41,Mid-Career Adults,Germany,101543.51,16025.17,847,Exceptional,4,Yes,3,No,Yes
9256,Male,37,Mid-Career Adults,Germany,102708.77,9087.81,765,Very Good,1,Yes,7,No,No
9257,Female,37,Mid-Career Adults,Germany,149000.91,21472.42,678,Good,2,Yes,8,Yes,No
9258,Male,20,Young Adults,France,83459.86,146752.67,539,Poor,1,Yes,0,Yes,No
9259,Female,40,Mid-Career Adults,France,75893.11,132562.23,800,Exceptional,2,Yes,3,No,No
9260,Female,39,Mid-Career Adults,Germany,167395.6,139537.43,799,Very Good,2,No,7,Yes,No
9261,Female,61,Near-Retirement Adults,France,0.0,133672.61,629,Fair,2,Yes,6,Yes,No
9262,Female,52,Late Career Adults,Germany,71283.09,38984.37,734,Good,2,No,6,Yes,No
9263,Female,31,Early Career Adults,France,0.0,115217.59,542,Poor,2,Yes,3,Yes,No
9264,Male,60,Near-Retirement Adults,Spain,0.0,93844.82,414,Poor,2,Yes,3,Yes,No
9265,Female,38,Mid-Career Adults,France,104016.88,22068.83,675,Good,1,No,1,No,Yes
9266,Female,38,Mid-Career Adults,France,127616.56,123846.07,683,Good,1,Yes,5,No,No
9267,Male,32,Early Career Adults,France,154737.88,172638.13,748,Very Good,2,Yes,5,Yes,No
9268,Male,29,Early Career Adults,Spain,0.0,1591.19,596,Fair,2,Yes,2,Yes,No
9269,Male,35,Mid-Career Adults,France,125476.31,91775.51,642,Fair,1,Yes,4,Yes,No
9270,Female,21,Young Adults,France,176511.08,153920.22,499,Poor,1,Yes,3,Yes,No
9271,Female,47,Late Career Adults,Spain,110783.28,71420.16,649,Fair,1,Yes,8,Yes,No
9272,Male,42,Mid-Career Adults,France,141642.92,172149.76,739,Good,2,Yes,2,No,No
9273,Male,31,Early Career Adults,France,0.0,54706.75,616,Fair,2,Yes,1,Yes,No
9274,Female,33,Early Career Adults,Spain,0.0,183358.21,560,Poor,1,No,9,Yes,No
9275,Male,42,Mid-Career Adults,Germany,75681.52,57098.0,427,Poor,1,Yes,1,Yes,No
9276,Male,54,Late Career Adults,France,0.0,156910.46,435,Poor,1,Yes,3,No,Yes
9277,Male,29,Early Career Adults,France,0.0,130224.73,633,Fair,1,Yes,7,Yes,No
9278,Male,35,Mid-Career Adults,France,161111.45,13946.66,443,Poor,1,No,6,No,No
9279,Male,62,Near-Retirement Adults,France,0.0,38652.96,727,Good,2,No,5,Yes,No
9280,Female,45,Late Career Adults,France,72494.69,140041.78,674,Good,1,No,6,Yes,No
9281,Female,31,Early Career Adults,France,133964.3,166187.1,661,Fair,1,Yes,3,Yes,No
9282,Male,34,Early Career Adults,Spain,0.0,139919.38,619,Fair,1,Yes,1,No,No
9283,Female,27,Early Career Adults,France,0.0,28137.03,562,Poor,2,Yes,3,No,No
9284,Male,61,Near-Retirement Adults,France,157201.48,50368.63,633,Fair,1,No,3,Yes,No
9285,Female,48,Late Career Adults,Spain,95679.29,94978.1,551,Poor,1,No,5,No,No
9286,Female,29,Early Career Adults,Germany,106230.92,69903.93,720,Good,1,Yes,7,Yes,Yes
9287,Female,32,Early Career Adults,France,0.0,177607.77,688,Good,2,No,5,Yes,No
9288,Female,36,Mid-Career Adults,Germany,81231.85,196731.08,635,Fair,2,Yes,9,No,No
9289,Female,31,Early Career Adults,France,81480.27,65234.6,561,Poor,2,Yes,1,Yes,No
9290,Male,33,Early Career Adults,France,73059.38,186281.0,850,Exceptional,1,Yes,8,Yes,No
9291,Male,36,Mid-Career Adults,France,117559.05,111573.3,636,Fair,2,Yes,5,Yes,No
9292,Female,74,Retired Adults,Germany,186445.31,196767.83,461,Poor,2,Yes,1,Yes,No
9293,Female,38,Mid-Career Adults,Germany,137657.71,72985.61,771,Very Good,2,Yes,5,No,No
9294,Male,36,Mid-Career Adults,France,133889.35,143265.65,713,Good,1,Yes,8,Yes,No
9295,Female,45,Late Career Adults,Germany,134562.8,159268.67,658,Fair,1,Yes,9,Yes,No
9296,Female,56,Near-Retirement Adults,Germany,100781.75,54448.41,586,Fair,2,Yes,9,Yes,No
9297,Male,30,Early Career Adults,France,174356.13,31928.5,737,Good,1,No,8,No,No
9298,Male,27,Early Career Adults,Germany,190125.43,21793.59,742,Very Good,2,No,5,No,No
9299,Male,26,Early Career Adults,France,146266.0,21903.62,824,Exceptional,1,Yes,7,No,Yes
9300,Male,41,Mid-Career Adults,Germany,164046.1,49405.93,701,Good,1,Yes,9,No,No
9301,Female,43,Mid-Career Adults,Spain,123536.52,154908.52,623,Fair,2,No,4,No,No
9302,Male,36,Mid-Career Adults,France,0.0,182867.84,744,Very Good,2,Yes,10,Yes,No
9303,Female,38,Mid-Career Adults,Spain,171848.38,16957.45,698,Good,1,No,1,No,No
9304,Male,40,Mid-Career Adults,France,0.0,93717.55,616,Fair,2,No,9,No,No
9305,Female,39,Mid-Career Adults,France,139562.05,61636.22,662,Fair,2,Yes,5,No,No
9306,Male,37,Mid-Career Adults,France,0.0,95864.5,594,Fair,2,No,2,Yes,No
9307,Male,40,Mid-Career Adults,France,168001.34,167400.29,685,Good,2,Yes,2,Yes,No
9308,Male,27,Early Career Adults,France,0.0,131534.96,742,Very Good,2,No,0,Yes,No
9309,Male,83,Retired Adults,Germany,123356.63,92934.41,678,Good,1,No,6,Yes,No
9310,Male,47,Late Career Adults,Spain,0.0,119808.64,651,Fair,2,Yes,2,Yes,No
9311,Male,50,Late Career Adults,Germany,125845.66,9439.31,585,Fair,1,Yes,2,No,Yes
9312,Male,40,Mid-Career Adults,Germany,45408.85,18732.91,579,Poor,2,Yes,10,No,No
9313,Female,37,Mid-Career Adults,Germany,125977.81,160162.42,722,Good,1,No,0,No,No
9314,Female,51,Late Career Adults,Germany,147262.11,53630.9,613,Fair,1,Yes,7,Yes,Yes
9315,Male,42,Mid-Career Adults,France,133767.19,36405.21,694,Good,1,Yes,8,No,No
9316,Male,49,Late Career Adults,Germany,108806.96,61446.92,550,Poor,3,Yes,0,No,Yes
9317,Male,42,Mid-Career Adults,France,106036.52,194686.78,741,Very Good,1,Yes,6,No,Yes
9318,Female,69,Retired Adults,Spain,0.0,134483.07,668,Fair,1,No,9,Yes,No
9319,Female,27,Early Career Adults,France,0.0,37769.98,529,Poor,2,Yes,1,Yes,No
9320,Male,31,Early Career Adults,France,0.0,2382.61,636,Fair,2,Yes,6,Yes,No
9321,Male,61,Near-Retirement Adults,Spain,82182.1,106826.92,563,Poor,1,Yes,1,No,Yes
9322,Female,35,Mid-Career Adults,France,0.0,39511.61,767,Very Good,2,Yes,9,No,No
9323,Male,50,Late Career Adults,France,76817.0,196371.13,644,Fair,4,Yes,9,No,Yes
9324,Male,71,Retired Adults,Germany,142550.25,122506.78,780,Very Good,2,Yes,9,Yes,No
9325,Female,41,Mid-Career Adults,Spain,0.0,61994.2,635,Fair,2,Yes,10,Yes,No
9326,Male,35,Mid-Career Adults,Germany,103711.56,192464.21,641,Fair,1,No,2,Yes,Yes
9327,Female,40,Mid-Career Adults,Spain,0.0,5194.95,593,Fair,1,Yes,2,Yes,No
9328,Female,35,Mid-Career Adults,Germany,128369.75,198256.15,540,Poor,2,Yes,7,No,No
9329,Male,35,Mid-Career Adults,Spain,0.0,62634.94,663,Fair,2,Yes,5,Yes,No
9330,Male,34,Early Career Adults,France,0.0,114006.35,630,Fair,2,Yes,9,Yes,No
9331,Male,19,Young Adults,Germany,166133.28,107994.99,605,Fair,1,Yes,8,Yes,No
9332,Female,62,Near-Retirement Adults,Germany,148214.36,48571.14,710,Good,1,Yes,9,No,Yes
9333,Female,78,Retired Adults,France,121206.96,76016.49,755,Very Good,1,Yes,5,Yes,No
9334,Male,25,Early Career Adults,Spain,0.0,180808.39,641,Fair,2,Yes,10,Yes,No
9335,Male,50,Late Career Adults,Germany,127552.85,4225.11,737,Good,2,Yes,4,No,No
9336,Male,49,Late Career Adults,France,159458.53,135841.35,695,Good,1,Yes,9,No,No
9337,Female,47,Late Career Adults,Germany,102085.72,183536.24,466,Poor,1,Yes,5,Yes,Yes
9338,Male,58,Near-Retirement Adults,Germany,142537.18,88791.83,558,Poor,1,Yes,2,Yes,No
9339,Male,29,Early Career Adults,Spain,182781.74,63732.9,665,Fair,2,Yes,1,Yes,No
9340,Male,45,Late Career Adults,France,0.0,1364.54,737,Good,2,Yes,10,No,No
9341,Male,29,Early Career Adults,France,0.0,149184.15,654,Fair,2,Yes,7,Yes,No
9342,Female,28,Early Career Adults,France,0.0,53394.12,619,Fair,2,Yes,3,No,No
9343,Female,43,Mid-Career Adults,Germany,152063.59,97910.06,845,Exceptional,2,Yes,3,No,No
9344,Female,28,Early Career Adults,France,110997.76,101433.76,727,Good,1,Yes,2,No,No
9345,Male,50,Late Career Adults,France,148942.0,116944.3,582,Fair,1,Yes,2,Yes,No
9346,Male,41,Mid-Career Adults,France,0.0,113267.48,716,Good,1,Yes,9,Yes,No
9347,Female,36,Mid-Career Adults,Spain,84438.57,181449.51,660,Fair,1,Yes,0,Yes,No
9348,Female,34,Early Career Adults,France,93920.47,179913.98,664,Fair,1,No,7,No,No
9349,Male,43,Mid-Career Adults,France,158713.08,98586.14,801,Exceptional,2,No,4,No,No
9350,Male,42,Mid-Career Adults,Spain,0.0,120321.09,615,Fair,3,No,4,Yes,No
9351,Male,63,Near-Retirement Adults,Germany,123204.88,100538.8,718,Good,1,Yes,7,Yes,No
9352,Male,40,Mid-Career Adults,France,72945.29,98931.5,667,Fair,2,Yes,8,No,No
9353,Male,37,Mid-Career Adults,Spain,178742.71,194493.57,670,Good,1,Yes,0,Yes,No
9354,Male,43,Mid-Career Adults,France,0.0,143628.31,590,Fair,2,Yes,8,Yes,No
9355,Female,40,Mid-Career Adults,Spain,0.0,167030.51,739,Good,1,Yes,8,No,No
9356,Male,42,Mid-Career Adults,France,0.0,77786.37,373,Poor,1,Yes,7,No,Yes
9357,Female,46,Late Career Adults,France,0.0,81014.5,418,Poor,1,Yes,9,Yes,Yes
9358,Female,29,Early Career Adults,France,0.0,41866.26,837,Exceptional,2,Yes,9,Yes,No
9359,Male,43,Mid-Career Adults,Germany,140121.17,11302.7,645,Fair,1,Yes,9,No,Yes
9360,Male,39,Mid-Career Adults,Germany,132906.88,149384.43,552,Poor,1,No,2,Yes,No
9361,Male,45,Late Career Adults,Germany,179334.83,169303.65,580,Fair,2,Yes,2,Yes,No
9362,Male,35,Mid-Career Adults,France,137179.39,37264.11,684,Good,1,Yes,3,Yes,No
9363,Male,35,Mid-Career Adults,Spain,0.0,19515.48,634,Fair,2,Yes,3,Yes,No
9364,Female,49,Late Career Adults,France,119960.29,103068.22,607,Fair,2,Yes,9,No,No
9365,Male,29,Early Career Adults,France,127414.55,134459.12,802,Exceptional,1,Yes,9,Yes,No
9366,Female,36,Mid-Career Adults,France,0.0,70496.66,736,Good,1,Yes,6,No,No
9367,Female,40,Mid-Career Adults,France,137409.19,175877.7,629,Fair,1,Yes,9,No,Yes
9368,Male,28,Early Career Adults,France,0.0,106390.01,737,Good,2,Yes,8,No,No
9369,Female,39,Mid-Career Adults,Spain,0.0,52138.49,718,Good,1,Yes,2,Yes,No
9370,Male,43,Mid-Career Adults,France,0.0,18522.91,561,Poor,4,No,4,No,Yes
9371,Male,31,Early Career Adults,France,112494.99,32231.6,641,Fair,1,Yes,9,Yes,No
9372,Male,30,Early Career Adults,France,78133.15,174225.88,677,Good,1,No,1,Yes,No
9373,Female,36,Mid-Career Adults,Spain,0.0,102021.39,641,Fair,2,Yes,1,No,No
9374,Female,32,Early Career Adults,Spain,145553.07,31484.76,658,Fair,1,Yes,5,Yes,No
